Benchmark,Benchmark Version,Hardware Vendor,System,Nodes,Form Factor,Test Method,Result,ssj_ops @ 100% of target load,ssj_ops @ 90% of target load,ssj_ops @ 80% of target load,ssj_ops @ 70% of target load,ssj_ops @ 60% of target load,ssj_ops @ 50% of target load,ssj_ops @ 40% of target load,ssj_ops @ 30% of target load,ssj_ops @ 20% of target load,ssj_ops @ 10% of target load,Average watts @ 100% of target load,Average watts @ 90% of target load,Average watts @ 80% of target load,Average watts @ 70% of target load,Average watts @ 60% of target load,Average watts @ 50% of target load,Average watts @ 40% of target load,Average watts @ 30% of target load,Average watts @ 20% of target load,Average watts@10% of target load,Average watts @ active idle,Performance/power @ 100% of target load,Performance/power @ 90% of target load,Performance/power @ 80% of target load,Performance/power @ 70% of target load,Performance/power @ 60% of target load,Performance/power @ 50% of target load,Performance/power @ 40% of target load,Performance/power @ 30% of target load,Performance/power @ 20% of target load,Performance/power @ 10% of target load,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor,Processor MHz,Processor Characteristics,CPU(s) Orderable,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory (GB),Operating System,Operating System Version,File System,DIMMS,Memory Description,Network Controller,NICs Connected,NICs enabled (firmware),NICs enabled (OS),Network speed,JVM Vendor,JVM Version,JVM Instances,JVM Affinity,JVM Bitness,JVM Options,Initial Heap,Max Heap,System Source,System Designation,Power Provisioning,Disk Drive,Disk Controller,Power Management,Power Supply Details,Power Supplies Installed,Power Supply Rating (watts),HW Avail,SW Avail,License,Tested By,Test Sponsor,Test Date,Published,Updated,Disclosure URL,,
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
power_ssj2008,1.2,Acer Incorporated,Acer AR160 F1(Intel Xeon X5670 2.93 Ghz),1,1U,Single Node,2471,898544,810557,724925,631464,542094,450764,360479,270187,180812,89385,267,250,236,219,200,181,164,149,138,125,76.9,3368,3240,3069,2882,2710,2490,2201,1808,1306,712,12,2,6,2,Intel Xeon X5670,2933,Six-Core 2.93 Ghz 12 MB L3 cache,1 2 chips,32 KB I + 32 KB D on chip per core,512 KB I+D on chip per core,12 MB I+D on chip per chip,None,12.0,Windows Server 2008 Enterprise Edition,R2,NTFS,6 x 2048 MB,2GB 2Rx8 PC3-10600E, slots 1A 2A and 3A populated on each processor,1,1,2,2,1000,IBM Corporation,IBM J9 VM,6,start /affinity,64,-Xmn1100m -Xms1500m -Xmx1500m -Xaggressive -Xcompressedrefs -Xgcpolicy:gencon -XlockReservation -Xnoloa -XtlhPrefetch -Xlp,1500,1500,Single Supplier,Server,Line-powered,"1 x 64GB SSD 2.5"" SATA",onboard SATA controller,Power save enabled in OS,PWS-721P-1R,1,720,2010/06/01,Dec-2009,97,Acer Incorporated,Acer Incorporated,2010/10/01,2010/11/01,2010/11/01,http://www.spec.org/power_ssj2008/results/res2010q4/power_ssj2008-20101012-00300.html,<A HREF=
